block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/bauuyata,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Technology Acquisition,Gujarat,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive.",Business,Entrepreneurship,MSMEs,Scheduled Caste,Scheduled Tribe,Start Up
https://www.myscheme.gov.in/schemes/eebdrp,National Livestock Mission: Establishment of Entrepreneurship for Breed Development of Rural Poultry,"Ministry of Fisheries,Animal Husbandry and Dairying","The scheme aims to promote entrepreneurship in rural poultry farming. Through this scheme, a 50% capital subsidy is provided for establishing Parent Farms, Rural Hatcheries, and Brooder cum Mother Units.",Brooder Cum Mother Unit,Entrepreneurship,Parent Farm,Poultry Farming,Rural Hatchery,Rural Poultry
https://www.myscheme.gov.in/schemes/samsmeasc,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME):  Assistance for Saving in Consumption of Energy and Water",Gujarat,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness.",Business,Entrepreneurship,MSMEs,Start Up,,
https://www.myscheme.gov.in/schemes/mdameao,Market Development Assistance to MSMEs: Assistance to Organizers for Organizing Industrial Exhibitions in Gujarat,Gujarat,"The scheme ""Assistance to Organizers for Organizing Industrial Exhibitions in Gujarat"" under the ""Market Development Assistance to MSMEs"" aims to provide financial assistance to organizers of industrial exhibitions in Gujarat.",Entrepreneurship,Exhibition,MSMEs,Start Up,,
https://www.myscheme.gov.in/schemes/sesnvmly,Self-Employment Scheme: Nana Vyavasay Mate Loan Yojana,Gujarat,"""Nana Vyavasay Mate Loan Yojana"" is a component under the ""Self-Employment Scheme"" that provides financial assistance in the form of a loan to establish or expand small businesses such as grocery shops, medical stores, bookstores, etc.",Business,Entrepreneurship,Loan,Self Employment,,
https://www.myscheme.gov.in/schemes/gtppa,Gujarat Textile Policy: Payroll Assistance,Gujarat,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.",Business,Entrepreneurship,MSMEs,Textile Industry,,
https://www.myscheme.gov.in/schemes/gtpascew,Gujarat Textile Policy: Assistance for Saving in Consumption of Energy and Water,Gujarat,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.",Business,Entrepreneurship,MSMEs,Textile Industry,,
https://www.myscheme.gov.in/schemes/isaltlcss,Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area),Gujarat,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide interest subvention on long-term loans taken by sugar cooperative societies for payment of sugarcane arrears for the year 2018-19.",Agriculture,Farmer,Interest Subvention,Sugar Co-operatives,Terms Loan,
https://www.myscheme.gov.in/schemes/agrasp,AGR-61 Agro Service Providers for the Purpose of Making Farming More Profitable With the Help of Farm Mechanization,Gujarat,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support farmers in Gujarat by facilitating access to farm implements and mechanization.",Agriculture,Agro Service Providers,Farm Mechanization,,,
https://www.myscheme.gov.in/schemes/samsc,Scheme of Assistance for Management of Stray Cattle,Gujarat,This scheme provides financial support to local self-government bodies and registered Panjrapoles to reduce or eradicate the problem of stray cattle by encouraging their maintenance and proper care.,Agriculture,Animal Husbandry,Stray Cattle,,,
https://www.myscheme.gov.in/schemes/smpbpbs,Scheme for Management and Purchase of Bulls Provided for Breeding of State Gir/ Kankarej Breed,Gujarat,The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.,Agriculture,Animal Husbandry,Breeding,Milk Production,,
https://www.myscheme.gov.in/schemes/sgipgp,Scheme to Give Incentive-Prize to Gaushala/ Panjrapole,Gujarat,"The ""Scheme to Give Incentive-Prize to Gaushala/ Panjrapole"" focuses on enhancing the management and operation of Gaushalas and Panjrapoles by offering incentive prizes to the top performers.",Agriculture,Animal Husbandry,Incentive,,,
https://www.myscheme.gov.in/schemes/saifgp,Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole,Gujarat,"""Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole"" aims to support animal welfare organizations like gaushalas and panjrapoles by offering financial assistance for the development and construction of essential infrastructure.",Agriculture,Animal Husbandry,Animal Welfare,Infrastructural Facilities,,
https://www.myscheme.gov.in/schemes/facipcd,Finance Assistant to PACS for Computerization and Integration of PACS through Core Banking System with District Cooperative Banks,Gujarat,"The scheme provides financial assistance to Primary Agricultural Credit Societies (PACS) for computerization and integration with District Cooperative Banks (DCCBs) through a Core Banking System (CBS), enhancing rural banking infrastructure and digital access.",Computerization,Digital Infrastructure,Management Information System,,,
https://www.myscheme.gov.in/schemes/sfcsambdg,Contribution to State Agriculture Marketing Board Development Fund (General),Gujarat,"The scheme ""Contribution to State Agriculture Marketing Board Development Fund (General)"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to strengthen market infrastructure through financial assistance to State Agriculture Marketing Boards.",Agricultural Marketing,Co-operative Institutions,Development Fund,Infrastructure Development,Market Committees,
https://www.myscheme.gov.in/schemes/i-mesa-cssu,"Information, Monitoring, Evaluation and Social Audit (I-MESA): Central Smart Surveillance Unit (CSSU)",Ministry Of Social Justice and Empowerment,The component aims to establish a Central Smart Surveillance Unit for continuous remote supervision of all Central Government-funded Grant-in-aid institutions and Training and Coaching centres using Closed-Circuit Television cameras and electronic devices.,Grant,Institution,Monitoring,Supervision,Surveillance,
https://www.myscheme.gov.in/schemes/samsmeis,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Interest Subsidy (Manufacturing Sector)",Gujarat,"The scheme ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness.",Business,Entrepreneurship,Interest Subsidy,MSMEs,Start Up,
https://www.myscheme.gov.in/schemes/ami,Agricultural Marketing Infrastructure,Ministry Of Agriculture and Farmers Welfare,The revitalized and farmers’ income enhancing centric sub-scheme Agricultural Marketing Infrastructure (AMI) of Integrated Scheme for Agricultural Marketing (ISAM) is meant for holistic development of agricultural value chain critically focusing each linkage of post-harvest value chain.,Agricultural Marketing,Farmer,Promoter,Storage Infrastructure,,
https://www.myscheme.gov.in/schemes/rmas,Raw Material Assistance Scheme,"Ministry Of Micro, Small and Medium Enterprises",Raw Material Assistance Scheme aims to help MSMEs by way of financing the purchase of Raw Material (Both indigenous & imported). This gives an opportunity to MSMEs to focus better on manufacturing quality products.,Credit Support,MSME,NSIC,Raw Material,,
https://www.myscheme.gov.in/schemes/spnua,Sardar Patel National Unity Award,Ministry Of Home Affairs,"Under this scheme, the highest civilian recognition in the field of national unity is provided to individuals or institutions demonstrating exceptional dedication to strengthening the unity of India.",Awrad,Citizen,Institution,Organization,,
https://www.myscheme.gov.in/schemes/aogusysdsacrd,"Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Support for Development of Standards and Accreditation/Certification of Ayush Products and Materials in Collaboration With BIS, QCI and Other Relevant Scientific Institutions and Industrial R&D Centres",Ministry Of Ayush,"The scheme-component aims to support organizations and institutions in developing standards and accreditation frameworks for Ayush products and materials to ensure quality, safety, and scientific validation.",Accreditation Of Ayush Products,Ayush Product Certification,Ayush Standards Development,BIS Collaboration,Industrial R&D Centres,
https://www.myscheme.gov.in/schemes/aogusysuaptl,Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Strengthening and Up-Gradation of Ayush Pharmacies and Drug Testing Laboratories to Achieve Higher Standards,Ministry Of Ayush,The scheme-component aims to strengthen and upgrade ASU&H pharmacies and drug testing laboratories to improve quality control and manufacturing standards of Ayush drugs.,Ayush Pharmacies,Drug Testing Laboratories,Infrastructure Upgradation,Quality Control Lab,Technology Modernization,
https://www.myscheme.gov.in/schemes/jrmbs,Jute Raw Material Bank Scheme,Ministry Of Textiles,"Jute Raw Material Bank Scheme (JRMB) will be set up in the local clusters across the country in collaboration with bonafide Agencies who have adequate experience in similar activities and have the required storage, display, and selling infrastructure.",Jute,Operating Agencies,Raw Material,Small Units,WSHGs,
https://www.myscheme.gov.in/schemes/cvy-citus,Coir Vikas Yojana- Coir Industry Technology Upgradation Scheme,"Ministry Of Micro, Small and Medium Enterprises","The scheme “Coir Industry Technology Upgradation Scheme (CITUS)” is a component of “Coir Vikas Yojana” and the scheme was launched by Ministry of Micro, Small & Medium Enterprises, Government of India.",CITUS,Coir,Coir Industry,MSME,Technology Upgradation,
https://www.myscheme.gov.in/schemes/dot-pli-scheme,Production Linked Incentive Scheme (PLI) For Promoting Telecom & Networking Products Manufacturing In India,Ministry Of Communication,"Production Linked Incentive (PLI) Scheme aims to boost domestic manufacturing, investments and export in the telecom and networking products The PLI Scheme will be implemented within the overall financial limits of ₹ 12,195 Crores only (Rupees Twelve Thousand One Hundred and Ninety-Five Crore only)",Electronic Manufacturing,Make In India,Networking Products,Production Linked Incentive Scheme,Telecom Equipments,
https://www.myscheme.gov.in/schemes/mmdas,Modified Market Development Assistance Scheme,"Ministry Of Micro, Small and Medium Enterprises","The scheme aims to enhance the production and sales of Khadi and Polyvastra products by supporting technology upgradation, market promotion, and providing direct incentives to artisans and Karyakartas. It targets Khadi Institutions and their associated artisans and workers.",Artisan,Incentive,Marketing,Production,Subsidy,
https://www.myscheme.gov.in/schemes/ics-mda,International Cooperation Scheme: Market Development Assistance,"Ministry Of Micro, Small and Medium Enterprises","The scheme “International Cooperation Scheme” was launched by the MSME, Govt. of India with the aim to capacity build MSMEs for entering the export market by facilitating their participation in international exhibitions/fairs/conferences/seminars/buyer-seller meets abroad.",Cooperation,Development,Enterpris,Industry,International,Market
https://www.myscheme.gov.in/schemes/atppe,AICTE-Training programs for Physical Education Trainers/Sport-Games Teachers/Director of Sports,Ministry of Education,"Training programs for Physical Education Trainers/Sport-Games Teachers/Director of Sports, aims to support institution in conducting trainings to develop the skill of the participants to involve the masses in traditional sports/games and fun games for physical activity through recreation.",Physical Education,Physical Fitness,Sport Games,Training,,
https://www.myscheme.gov.in/schemes/nsa,National Startup Awards,Ministry Of Commerce And Industry,The National Startup Awards by Startup India aims to recognize and reward outstanding startups and ecosystem enablers building innovative products or solutions and scalable enterprises.,Business,DPIIT,Empower,Self Employment,Startup,
https://www.myscheme.gov.in/schemes/jrcpc,Jute Resource-Cum-Production Centre,Ministry Of Textiles,Jute Resource-Cum-Production Centre (JRCPC) will be set up in the local clusters and localities across the country in collaboration with bonafide Agencies who have adequate experience in training and skilling programs and have required training cum-production infrastructure.,Marketing,Production,Resource,Sales,Training Skilling Program,
https://www.myscheme.gov.in/schemes/goc,AICTE Grant for Organizing Conference,Ministry of Education,"The scheme provides financial assistance to institutions for organizing conferences in various fields of science and technology, management, and hotel management, including BBA, BCA and BMS institutions.",Conference,Grant,Institutions,Organization,,
https://www.myscheme.gov.in/schemes/epcg,Export Promotion Capital Goods Scheme,Ministry Of Commerce And Industry,"The objective of the EPCG Scheme is to facilitate import of capital goods for producing quality goods and services and enhance India’s manufacturing competitiveness. EPCG scheme allows import of capital goods for pre-production, production and post-production at zero customs duty.",Import,Manufacturer Exporters,Quality Goods,Services,,
https://www.myscheme.gov.in/schemes/lbssk-sms,Loan Based Schemes For Safai Karamchari - Sanitary Marts Scheme,Ministry Of Social Justice and Empowerment,A sanitary mart is a one-stop-shop for all things for sanitation and hygiene. It is a shopping place where the sanitary needs of the common man could be met. It serves both as a shop and as a service centre.,Credit,Financial Assistance,Loan,Manual Scavengers,Safai Karamcharis,Sanitary Mart
https://www.myscheme.gov.in/schemes/epscpl,National Livestock Mission: Genetic Improvement of Pig breeds - Establishment of Pig Semen Collection and Processing Lab,"Ministry of Fisheries,Animal Husbandry and Dairying","The Scheme aims to enhance per-animal productivity, reduce inbreeding, and minimize sexually transmitted diseases in pigs. Through this scheme, financial assistance is provided for establishing semen processing labs at government pig farms.",Boar,Genetic Improvement,Pig Farm,Pig Semen,Processing Lab,
https://www.myscheme.gov.in/schemes/nhdp-randds,National Handicrafts Development Programme: Research & Development Scheme,Ministry Of Textiles,"The ""NHDP: Research & Development Scheme"" is introduced to generate feedback on economic, social, aesthetic, and promotional aspects of various crafts and artisans in the handicraft sector. The surveys and studies are sponsored/conducted to generate suitable inputs for planning purposes.",Grant-in-Aid,Handicraft,Research,Textile,,
https://www.myscheme.gov.in/schemes/ivri-is,IVRI Institute Scholarship For M.V.Sc. And Ph.D.,Ministry Of Agriculture and Farmers Welfare,The Indian Veterinary Research Institute will award scholarships to MVSc and PhD students who need financial assistance.his provision will be utilized to assist as many students as possible who have good academic record and who are making diligent efforts to pursue higher education.,IVRI Institute,PhD,Scholarship,Students,Study,
https://www.myscheme.gov.in/schemes/faaca,Financial Assistance For Allied Cultural Activities,Ministry Of Culture,"The scheme provide financial assistance for creating infrastructure and assets that enhance audio-visual experiences for cultural activities, enabling regular live performances and festivals at locations that attract large numbers of tourists and visitors.",Audio-visual,Culture,Equipment,Financial Assistance,NGO,
https://www.myscheme.gov.in/schemes/midh,Mission on Integrated Development of Horticulture- NHM and HMNEH,Ministry Of Agriculture and Farmers Welfare,"The scheme aims to promote the holistic growth of the horticulture sector through production enhancement, productivity improvement, post-harvest management, processing, marketing support, skill development, and infrastructure creation for horticulture crops while augmenting farmers’ income.",Green Houses,Horticulture,Infrastructure,Nurseries,Poly Houses,Post-harvest
https://www.myscheme.gov.in/schemes/ffs,Fund of Funds for Startups,Ministry Of Commerce And Industry,"Launched in January 2016 under Startup India, the Fund of Funds for Startups is managed by SIDBI. It supports DPIIT-recognized startups indirectly by investing in SEBI-registered AIFs, which must invest at least twice the FFS contribution.",DPIIT,Startup India,Startups,,,
https://www.myscheme.gov.in/schemes/shrdspowsrs,Scheme of Human Resources Development in Sports: Publication of Outstanding Works on Sports Related Subjects,Ministry Of Youth Affairs & Sports,"The scheme aims to provide financial assistance for the publication of outstanding works, journals, e-publications, online content, and web-based applications related to sports and games, thereby promoting sports knowledge, research, and awareness among stakeholders and the general public.",E-Publications,Online Sports Content,Sports Journals,Sports Knowledge Dissemination,Sports Publications,Sports Research
https://www.myscheme.gov.in/schemes/kisfim,Khelo India Scheme: Fit India Movement,Ministry Of Youth Affairs & Sports,"The scheme aims to promote physical fitness among all citizens by encouraging regular physical activity, conducting fitness assessments, certifying schools, and organizing fitness campaigns and events.",Community Participation,Fit India Movement,Fitness Campaigns,Physical Fitness,Sports Development,
https://www.myscheme.gov.in/schemes/sadppfaa,Scheme Of Assistance To Disabled Persons For Purchase/Fitting Of Aids/Appliances,Ministry Of Social Justice and Empowerment,"The main objective of the Scheme is to assist needy disabled persons in procuring durable, sophisticated, scientifically manufactured, modern, standard aids and appliances that can promote their physical, social and psychological rehabilitation by reducing the effect of disabilities.",Aids And Appliances,Person With Disability,PwD,Social Welfare,,
https://www.myscheme.gov.in/schemes/sasi,Scheme For Assistance For Start Ups/ Innovation,Gujarat,"The ""Scheme for Assistance for Startups / Innovation"" has been introduced to encourage R&D and start innovation and entrepreneurship at different levels of the startup cycle. The scheme came into force on 07/08/2020 and will remain in operation for a period of 5 years, i.e. upto 06.08.2025.",Entrepreneur,Skill Development,Startup,Subsidy,,
https://www.myscheme.gov.in/schemes/plisaaci,Production Linked Incentive Scheme For Automobile And Auto Component Industry,Ministry of Heavy Industries,The government of India has launched the scheme “Production Linked Incentive (PLI) Scheme for Automobile and Auto Components Industry” in India to enhance India’s Manufacturing Capabilities for Advanced Automotive Products.,Auto Component,Automobile,Automotive,Incentive,Industry,
https://www.myscheme.gov.in/schemes/sgiavowwst,Scheme of Grant-in-Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes,Ministry Of Tribal Affairs,"The Central Sector Scheme “Scheme of Grant-in-Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes” was launched by the Ministry of Tribal Affairs, Government of India.",Grant,NGO,PVTG,Scheduled Tribe,Voluntary Organisation,
https://www.myscheme.gov.in/schemes/isac,Integrated Scheme on Agriculture Cooperation,Ministry Of Agriculture and Farmers Welfare,"The Integrated Scheme on Agriculture Cooperation (ISAC) is a Central Sector Scheme of the Ministry of Agriculture and Farmers Welfare, Government of India. It is being implemented through the National Cooperative Development Corporation (NCDC).",Financial Assistance,Improve Economic Conditions,Loan,,,
https://www.myscheme.gov.in/schemes/nhdpccwms,National Handloom Development Programme: Concessional Credit/Weaver MUDRA Scheme,Ministry Of Textiles,The scheme aims to provide adequate and timely assistance from the banks to the handloom sector to meet their credit requirements for term loan & working capital in a flexible and cost effective manner across the country.,Bank,Concessional Credit,Credit Guarantee,Handloom,Interest Subvention,Margin Money Assistance
https://www.myscheme.gov.in/schemes/crs,Collaborative Research Scheme (CRS),Ministry of Education,"Collaborative Research Scheme (CRS) has been introduced by the All India Council for Technical Education to support innovation & research across institutes with collaboration among TEQIP Faculty, Regular faculty of Project institutions (focus and non-focus) & Premier institutions of the country.",Financial Assistance,Research Grant,Technical Education,,,
https://www.myscheme.gov.in/schemes/atesgephmesthrt3,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Tribes (HRT-3)",Gujarat,"Under the scheme, financial assistance is provided to farmers belonging to the Scheduled Tribes category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment.",Cooperative Society,Equipment,Farmer,Farmer Group,Financial Assistance,HRT-3
https://www.myscheme.gov.in/schemes/mraspsly,Mai Ramabai Ambedakar Saat Phera Samuh Lagna Yojana,Gujarat,"Under the scheme, incentives are provided to couples who participate in group marriages, as well as to the organizing institution. If people adopt the practice of group marriages, they can avoid the unnecessary expenses associated with individual weddings and promote financial growth.",Financial Assistance,Group Marriage,Incentive,Scheduled Caste,Wedding,
https://www.myscheme.gov.in/schemes/agmsmeata,Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Technology Acquisition,Gujarat,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.",Business,Entrepreneurship,MSMEs,Reimbursement,,
https://www.myscheme.gov.in/schemes/agslitepf,Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: EPF Reimbursement,Gujarat,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.",Business,Entrepreneurship,EPF Reimbursement,Large Industries,Thrust Sector,
https://www.myscheme.gov.in/schemes/sfailfrsd,Scheme for Financial Assistance to Integrated Logistics Facilities: Reimbursement of Stamp Duty,Gujarat,"The ""Scheme for Financial Assistance to Integrated Logistics Facilities"" under the Gujarat Integrated Logistics and Logistics Park Policy, provides financial support to private developers for creating logistics facilities and parks with the necessary infrastructure and services.",Logistics Facilities,Reimbursement,Stamp Duty,,,
https://www.myscheme.gov.in/schemes/faitif,Financial Assistance to Industrial Parks: Infrastructure Facilities,Gujarat,"The scheme ""Financial Assistance to Industrial Parks"" under the Gujarat Industrial Policy aims to boost industrial growth through financial assistance, modern technologies, and enhanced facilities for industrial parks and clusters.",Entrepreneurship,Fixed Capital Investment,Industrial Parks,,,
https://www.myscheme.gov.in/schemes/sfafii,Scheme for Assistance for Industrial Infrastructure,Gujarat,The “Scheme for Assistance for Industrial Infrastructure” aims to support the development and upgradation of industrial infrastructure in the state.,Entrepreneurship,Industrial Infrastructure,Investment,,,
https://www.myscheme.gov.in/schemes/bauuyisss,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Interest Subsidy (Service Sector),Gujarat,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive.",Business,Entrepreneurship,MSMEs,Scheduled Caste,Scheduled Tribe,Start Up
https://www.myscheme.gov.in/schemes/bauuyadmse,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to GIDC for Developing Multi-Storied Shed in Estates,Gujarat,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive.",Business,Entrepreneurship,MSMEs,Multi Storied Shed,Scheduled Caste,Scheduled Tribe
https://www.myscheme.gov.in/schemes/setcmssdc,Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Setting-up of Specialized Skill Development Centers at Industry,Gujarat,"The ""Scheme for Enhancement of Technical Competence and Manpower"" under the Gujarat Industrial Policy aims to bridge the industry’s skill gap, boost employment, and align workforce training with evolving technology and business needs.",Manpower Solution,Specialized Skill Development Centers,Technical Competence,,,
https://www.myscheme.gov.in/schemes/samsmeapr,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Patent Registration",Gujarat,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness.",Business,Entrepreneurship,MSMEs,Start Up,,
https://www.myscheme.gov.in/schemes/samsmeata,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Technology Acquisition",Gujarat,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness.",Business,Entrepreneurship,MSMEs,Start Up,,
https://www.myscheme.gov.in/schemes/aqc,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Quality Certification",Gujarat,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness.",Business,Entrepreneurship,MSMEs,Quality Certification,Start Up,
https://www.myscheme.gov.in/schemes/bauuyadp,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Micro and Small Enterprises (MSE) of SC/ST for Plot Developed by GIDC,Gujarat,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive.",Business,Entrepreneurship,MSMEs,Plot Development,Scheduled Caste,Start Up
https://www.myscheme.gov.in/schemes/sfatm,Scheme for Awards to MSMES,Gujarat,"The Government of Gujarat has introduced the ""Scheme for Awards to MSMEs"" under the Industrial Policy 2020. This scheme aims to recognize and reward Micro, Small, and Medium Enterprises (MSMEs) for their outstanding achievements in production, quality improvement, innovation, and entrepreneurship.",Award,Business,Entrepreneurship,MSMEs,Start Up,
https://www.myscheme.gov.in/schemes/mdameni,Market Development Assistance to MSMEs: Assistance to MSME Manufacturing Sector Participation in the Exhibition (National and International),Gujarat,"The scheme ""Assistance to MSME Manufacturing Sector Participation in the Exhibition (National and International)"" under the ""Market Development Assistance to MSMEs"" aims to offer reimbursement for stall rent, product literature, and display materials to MSMEs participating in exhibitions.",Entrepreneurship,Exhibition,MSMEs,Start Up,,
https://www.myscheme.gov.in/schemes/sgsccs,State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area),Gujarat,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat.",Agriculture,Sugar Co-operatives Factories,,,,
https://www.myscheme.gov.in/schemes/gtcisliu,Gujarat Textile Policy: Interest Subsidy (Fiscal Incentives to Labour Intensive Unit),Gujarat,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.",Business,Entrepreneurship,Labour Intensive Unit,MSMEs,Textile Industry,
https://www.myscheme.gov.in/schemes/sfrpgkgq,Scheme for Rearing Purebreed Gir/ Kankarage Male Cow Calves with Excellent Genetic Quality,Gujarat,The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.,Agriculture,Animal Husbandry,Cattle Breeding,Cattle Development,,
https://www.myscheme.gov.in/schemes/nmoechchg,National Mission on Edible Oil- Oil Palm: Custom Hiring Centre cum Harvester Groups,Gujarat,"The scheme component ""Custom Hiring Centre cum Harvester Groups"" under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm in the state and reduce dependency on imports by supporting farmers with equipment and facilities.",Custom Hiring Centre,Edible Oil,Harvester Group,Oil Palm,,
https://www.myscheme.gov.in/schemes/ascfsrguj,Assistance to Scheduled Castes for Fisheries: Fish seed rearing - Gujarat,Gujarat,The scheme aims to increase fish production by rearing fish in reservoirs and providing employment to Scheduled Caste (SC) people involved in inland fisheries activities.,Fish Farmer,Fish Farming,Fish Production,Fish Seed Rearing,Fishermen,
https://www.myscheme.gov.in/schemes/pmajay-ag,Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY) - Adarsh Gram,Ministry Of Social Justice and Empowerment,"The scheme aims to achieve integrated development of selected villages primarily through implementation of existing Central and State Government schemes in a convergent manner, ensuring access to quality services and infrastructure development in villages having SC population more than 40%.",Education,Employment,Empowerment,Healthcare,Infrastructure,Livelihood
https://www.myscheme.gov.in/schemes/sdaccb,Scheme of Development Assistance to Colleges for the Construction of Buildings,Ministry of Education,"The scheme aims to provide development assistance to Colleges to help in the consolidation and expansion of infrastructure. Financial assistance is provided to eligible Colleges for the construction and renovation of essential buildings like classrooms, laboratories, and hostels.",Building,College,Construction,Development,Grant,Infrastructure
https://www.myscheme.gov.in/schemes/sksvy,Sagar Khedu Sarvangi Vikas Yojana,Gujarat,"The scheme aims to improve power infrastructure in coastal taluks by addressing corrosion issues, ensuring adequate voltage, and continuous electricity supply. Benefits include reduction in motor burnout, prevention of industrial losses, and providing new agricultural electricity connections.",Coastal,Consumer,Electricity,Farmer,Infrastructure,Power
https://www.myscheme.gov.in/schemes/ifsptbnguj,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Boat Net - Gujarat,Gujarat,The scheme aims to boost fish production and provide employment to people involved in inland fisheries activities. It offers financial assistance for purchase of boats and nets to eligible Scheduled Tribe beneficiaries.,Boat Net,Fish,Fish Activities,Fish Production,Fishermen,Scheduled Tribes
https://www.myscheme.gov.in/schemes/asyasm,Ayurswasthya Yojana: AYUSH for Sports Medicine,Ministry Of Ayush,The scheme-component aims to promote AYUSH interventions for the treatment and rehabilitation of sports injuries and to enhance health and fitness among sports persons.,Athlete Health,AYUSH Intervention,Fitness Promotion,Rehabilitation,Sports Injury Treatment,Sports Medicine
https://www.myscheme.gov.in/schemes/pds,AICTE-PROFESSIONAL DEVELOPMENT SCHEME,Ministry of Education,"AICTE-Professional Development Scheme enables meritorious faculty to interact at International Level Conferences, both within and outside India, Seminars, and Symposia.",AICTE,Conferences,Faculties,Reimbursement,Seminars,Symposia
https://www.myscheme.gov.in/schemes/emcs,Electronic Manufacturing Clusters (EMC) Scheme: Greenfield Electronic Manufacturing Clusters,Ministry of Electronics and Information Technology,"The aims to promote electronics manufacturing by providing financial assistance for cluster-based infrastructure. Through this scheme, infrastructure support is provided to electronics manufacturing units in identified clusters.",Cluster Based Infrastructure,Electronics Manufacturing,Financial Assistance,Infrastructure,Setting Up Greenfield EMCs,
